,Unnamed: 0.1,Unnamed: 0,name,type_company,lat,lon,city,avg_stars_num,n_reviews_num,encoded_user,local_guide,clean_other_review_num,published_date,today_date,stars_num,review_EN,original_lang,Negative,Neutral,Positive,Roberta_Sentiment
2185,2185,3070,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,VJY1p,0,11,2019-09-27 21:32:38,2022-09-24,4," It's nice to relax. If you are pulling a Schavemaker trailer

",NOT_ENG,2.348226867616177,25.19521415233612,72.45655655860901,Positive
2186,2186,2304,VDH Cool Logistics BV,Logistics service,51.5031025,4.7521207,Breda,3.9,152,Gk38C,1,105,2022-09-20 21:32:38,2022-09-25,5,👍👍,ENG,2.454952709376812,33.26302468776703,64.28202986717224,Positive
2187,2187,3071,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,7Pj5Q,0,6,2021-09-27 21:32:38,2022-09-24,5,👍👍,ENG,2.454952709376812,33.26302468776703,64.28202986717224,Positive
2188,2188,3072,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,l$vKR,1,285,2020-09-27 21:32:38,2022-09-24,4," Good staff, professional work.

",NOT_ENG,0.9022421203553677,9.918276220560074,89.17948603630066,Positive
2191,2191,3074,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,90gdy,1,29,2018-09-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2192,2192,3075,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,BX4Ul,0,1,2015-09-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2193,2193,3934,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,9nySG,1,644,2019-09-27 21:32:38,2022-09-29,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2194,2194,4697,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Rv09I,0,2,2018-09-27 21:32:38,2022-09-25,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2195,2195,5051,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,Kj$ye,0,82,2020-09-27 21:32:38,2022-09-24,4," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2196,2196,5764,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,P62Z@,0,9,2022-06-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2201,2201,3074,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,90gdy,1,29,2018-09-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2202,2202,3075,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,BX4Ul,0,1,2015-09-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2203,2203,3934,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,9nySG,1,644,2019-09-27 21:32:38,2022-09-29,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2204,2204,4697,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Rv09I,0,2,2018-09-27 21:32:38,2022-09-25,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2205,2205,5051,Rhenus Contract Logistics Eindhoven B.V.,Logistics service,51.5031394,5.4775819,Son,4.2,59,Kj$ye,0,82,2020-09-27 21:32:38,2022-09-24,4," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2206,2206,5764,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,P62Z@,0,9,2022-06-27 21:32:38,2022-09-24,5," Nice company

",NOT_ENG,1.318974979221821,13.68462741374969,84.99638438224792,Positive
2210,2210,3076,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,RRCjy,1,181,2019-09-27 21:32:38,2022-09-24,5," Super

",NOT_ENG,9.54107865691185,42.61007308959961,47.84885346889496,Positive
2212,2212,6057,NUNNER Logistics BV,Trucking company,51.4425821,5.7012394,Helmond,3.8,307,roIIk,0,7,2018-09-27 21:32:38,2022-09-29,5," Super

",NOT_ENG,9.54107865691185,42.61007308959961,47.84885346889496,Positive
2223,2223,4236,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,yVYfc,0,1,2022-08-27 21:32:38,2022-09-24,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
2224,2224,4702,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,Kw$qB,0,6,2021-12-26 21:32:38,2022-09-25,5,Super ok,ENG,1.124157384037971,20.61818540096283,78.25767397880554,Positive
2229,2229,336,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,x0N%),1,51,2021-09-27 21:32:38,2022-09-23,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2230,2230,337,Transport J.A. van Wanrooy BV,Logistics service,51.6663532,4.8335316,Oosterhout,4.4,114,)!CFR,1,49,2021-09-27 21:32:38,2022-09-23,3,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2231,2231,786,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,#dMcP,1,54,2022-05-28 21:32:38,2022-09-23,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2236,2236,1436,Newcorp Logistics B.V.,Trucking company,51.8137504,4.5272538,Heinenoord,4.1,143,7NlUX,1,270,2021-12-26 21:32:38,2022-09-25,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2238,2238,2185,VDH Cool Logistics BV,Logistics service,51.5031025,4.7521207,Breda,3.9,152,tei&4,1,351,2021-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2240,2240,3053,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,Spt0),1,67,2022-06-27 21:32:38,2022-09-24,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2241,2241,3056,Schavemaker Transport Breda B.V.,Trucking company,51.4985522,4.7465313,Breda,4.3,74,yTzmi,1,21,2019-09-27 21:32:38,2022-09-24,5,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2243,2243,4239,Nord Cargo BV,Trucking company,51.6637126,4.5599563,Klundert,4.8,69,g3JmR,1,303,2018-09-27 21:32:38,2022-09-24,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2244,2244,4671,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,e6oPE,0,89,2020-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2246,2246,6499,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,jJaD),0,3,2019-09-27 21:32:38,2022-09-25,4,Ok,ENG,17.72945523262024,52.64875292778015,29.62177395820618,Neutral
2260,2260,2929,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,1O8yp,0,23,2022-07-28 21:32:38,2022-09-30,5," Fast unloading

",NOT_ENG,10.54048463702202,76.56439542770386,12.89510726928711,Neutral
2264,2264,3937,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,Aa3Gb,1,74,2020-09-27 21:32:38,2022-09-29,5," Fast unloading

",NOT_ENG,10.54048463702202,76.56439542770386,12.89510726928711,Neutral
2265,2265,3939,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,nDVwO,1,1124,2020-09-27 21:32:38,2022-09-29,5," Fast unloading

",NOT_ENG,10.54048463702202,76.56439542770386,12.89510726928711,Neutral
2266,2266,6546,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,$MWWs,1,30,2021-12-26 21:32:38,2022-09-25,5," Fast unloading

",NOT_ENG,10.54048463702202,76.56439542770386,12.89510726928711,Neutral
2305,2305,576,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,xq0iX,1,68,2017-09-27 21:32:38,2022-09-29,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
2307,2307,2908,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,dKz!9,1,68,2022-07-28 21:32:38,2022-09-30,4," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
2308,2308,2945,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,LOTzI,0,20,2021-09-27 21:32:38,2022-09-30,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
2311,2311,5649,DNA United Forwarders Ltd.,Freight forwarding service,51.5018037,4.7514188,Breda,4.4,81,Irx2x,1,199,2021-09-27 21:32:38,2022-09-23,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
2312,2312,5767,Speedliner Logistics BV,Logistics service,51.5919545,5.0236385,Tilburg,3.8,55,ZbLr^,1,32,2022-07-28 21:32:38,2022-09-24,5," Good

",NOT_ENG,5.880030617117882,33.53113532066345,60.58883666992188,Positive
2317,2317,577,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,Hlqfm,1,81,2017-09-27 21:32:38,2022-09-29,5," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
2319,2319,2950,Van Spreuwel Transport,Trucking company,51.4752558,5.4186058,Eindhoven,2.8,384,ffCgK,1,26,2021-09-27 21:32:38,2022-09-30,4," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
2322,2322,4696,Hartog Logistics B.V.,Trucking company,51.6747728,4.6827396,Hoek,3.9,90,t2Hoj,1,183,2019-09-27 21:32:38,2022-09-25,5," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
2323,2323,6542,De Graaf Logistics BV,Distribution service,51.6708682,4.8366427,Oosterhout,3.8,168,Irx2x,1,199,2021-09-27 21:32:38,2022-09-25,3," Good business

",NOT_ENG,3.714387863874435,42.08738505840302,54.19822931289673,Positive
2339,2339,477,GVT Transport & Logistics Tilburg,Logistics,51.599276,5.013881,Tilburg,4.0,321,sCqct,1,38,2022-09-25 21:32:38,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
2340,2340,787,Base Logistics BV,Freight forwarding service,51.6572303,4.5604686,Klundert,4.4,112,Hc^^4,1,23,2022-05-28 21:32:38,2022-09-23,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
2344,2344,3814,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,HVIv0,1,20,2021-09-27 21:32:38,2022-09-29,5,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
2345,2345,3816,Claassen Logistics,Trucking company,51.6045107,4.9893228,Tilburg,4.3,351,wtagr,0,18,2021-09-27 21:32:38,2022-09-29,1,Super,ENG,6.16171695291996,39.26650583744049,54.57177758216858,Positive
2376,2376,3393,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,DbV6R,0,10,2019-09-27 21:32:38,2022-09-23,5,Bless,ENG,5.252224579453468,46.23614847660065,48.51162135601044,Positive
2377,2377,3394,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,JfW)Y,0,1,2022-07-28 21:32:38,2022-09-23,1," The company loads their native cars first, I waited 2:30 for one ramp, when I got to my turn I was told to wait another 10 minutes, it took another 45 minutes, I don't recommend

",NOT_ENG,83.28635096549988,14.98086303472519,1.732796989381313,Negative
2378,2378,3395,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,ZQoLd,1,20,2022-07-28 21:32:38,2022-09-23,4," My best buddy Manfred S. works there and today we went to the family day on the site, the day was great, the food was delicious, both the spare ribs and the warm ham sandwich, the only downside was the chicken satay, which was not to my liking. .. Otherwise great day, nice people...

",NOT_ENG,2.297968044877052,5.485257133841515,92.21678972244263,Positive
2379,2379,3396,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,p@QjO,0,16,2022-07-28 21:32:38,2022-09-23,5," The most beautiful logistics company in the Netherlands, no stress. The friends in melden are very nice and kind. I thank them for their treatment of us ATO lkw fahrer CEM

",NOT_ENG,0.1797852804884315,0.8969021029770374,98.92331957817078,Positive
2380,2380,3397,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,ytAW0,1,90,2021-12-26 21:32:38,2022-09-23,4," ""Great organization, always admired it."" If you don’t know where the office is, then you’ll hardly get there the first time. The registration office is located along the local road. They are not allowed to enter the office, you need to have a phone with you to dial the number indicated on the window of the office. We name the firm, reference, wait. A man comes, picks up the documents, and we wait again. They give a ramp for unloading. Otherwise, everything is standard. There is almost no place to stand near the enterprise, so it is better not to go to the butt. Good luck to all!

",NOT_ENG,20.28264105319977,45.96844911575317,33.74890387058258,Neutral
2381,2381,3398,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,@ztkW,0,1,2022-05-28 21:32:38,2022-09-23,5," Friendly! Good coffee you will be well served! top company

",NOT_ENG,0.152858067303896,1.729254424571991,98.11788201332092,Positive
2382,2382,3399,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,NuUlB,1,151,2022-06-27 21:32:38,2022-09-23,5," Very fast service and great coffee

",NOT_ENG,0.1934495754539967,2.762363106012344,97.04418778419495,Positive
2383,2383,3400,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,N3yMz,1,26,2022-06-27 21:32:38,2022-09-23,5," Friendly service, fast loading, no room to stay

",NOT_ENG,6.309610605239868,32.79794454574585,60.89244484901428,Positive
2384,2384,3401,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,VqSw8,1,93,2022-01-25 21:32:38,2022-09-23,1," Very bad PR on website and google about who the clients are. Why is there absolutely nothing displayed for who they drive for as regular clients? Look for example as customer Dorel Helmond.

",NOT_ENG,88.98211121559143,10.13296693563461,0.8849184960126877,Negative
2385,2385,3402,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,14ic5,0,1,2022-06-27 21:32:38,2022-09-23,4," Entrance here: 51.467929,5.681040
Office up the stairs

",NOT_ENG,7.574702799320221,87.69997358322144,4.725310951471329,Neutral
2386,2386,3403,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,ZX)C),1,89,2022-05-28 21:32:38,2022-09-23,5," Really great place....really friendly staff

",NOT_ENG,0.2643015468493104,1.540712919086218,98.19499850273132,Positive
2387,2387,3404,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,FedTU,0,66,2022-06-27 21:32:38,2022-09-23,5," Unloading frame on the other hand yes it's lux

",NOT_ENG,4.542345181107521,71.11685872077942,24.34078305959702,Neutral
2388,2388,3405,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,mN%r9,0,41,2021-10-28 21:32:38,2022-09-23,1," The guy who works in the loading and unloading office is real garbage
While the workers who load and unload deserve respect, the bureau does not
I don't recommend it

",NOT_ENG,95.33530473709106,4.177586734294891,0.4871152807027102,Negative
2389,2389,3406,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,zod!0,0,72,2021-12-26 21:32:38,2022-09-23,5," Good company I worked there until I retired

",NOT_ENG,1.047742087393999,12.71955817937851,86.23269200325012,Positive
2390,2390,3407,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,72^dl,1,26,2021-09-27 21:32:38,2022-09-23,3," Great logistics
And a lot of buildings. It took me 45 minutes to find the right warehouse where they will unload me.

",NOT_ENG,14.96020406484604,39.95202779769897,45.08776664733887,Positive
2391,2391,3408,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,$ki8@,0,13,2019-09-27 21:32:38,2022-09-23,5," From the driver's point of view, I give 5th. Loading at a very fast pace without waiting endlessly for someone to drive up to the ramp. In the office, the documents were ready right after loading.

",NOT_ENG,3.73084545135498,53.29686403274536,42.97228455543518,Neutral
2392,2392,3409,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,m&tdT,0,4,2018-09-27 21:32:38,2022-09-23,5," Being able to use the services of Van den Broek Logistics for a long time on a business level. I have always been well served, friendly staff and reliable service. A very good partner in warehousing and logistics.

",NOT_ENG,0.2049026312306523,2.393067814409733,97.40203619003296,Positive
2393,2393,3410,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,*e!^l,1,41,2022-02-25 21:32:38,2022-09-23,1," For a long time they could not figure out where I need to load.

",NOT_ENG,86.21343970298767,12.96456158161163,0.8219924755394459,Negative
2394,2394,3411,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,taaaB,0,5,2020-09-27 21:32:38,2022-09-23,2," Such drivers work there

",NOT_ENG,14.14251774549484,77.95560359954834,7.901885360479355,Neutral
2395,2395,3412,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,9DS77,1,36,2021-09-27 21:32:38,2022-09-23,3," Such a ... pleasant impressions are not enough

",NOT_ENG,47.01979160308838,42.40347445011139,10.57673841714859,Negative
2396,2396,3413,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,eVZG9,0,26,2020-09-27 21:32:38,2022-09-23,5," I have nothing but positive experiences

",NOT_ENG,0.7601010147482157,9.906460344791412,89.33343291282654,Positive
2397,2397,3414,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,V8C%f,1,266,2019-09-27 21:32:38,2022-09-23,4," Just company, always neatly helped there.

",NOT_ENG,1.493023801594973,23.53531569242477,74.97165203094482,Positive
2398,2398,3415,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,RNKfl,1,336,2019-09-27 21:32:38,2022-09-23,5," Very good company, has a good and healthy organization

",NOT_ENG,0.195799907669425,1.966826058924198,97.83738255500793,Positive
2399,2399,3416,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,%0QyD,0,3,2021-09-27 21:32:38,2022-09-23,1," Lots of work and mockery

",NOT_ENG,64.07517790794373,33.48227143287659,2.442539297044277,Negative
2400,2400,3417,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,V7ZIq,1,135,2017-09-27 21:32:38,2022-09-23,3," Friendly people ... at least what I've seen ;-)

",NOT_ENG,0.5313890520483255,9.610652923583984,89.85795378684998,Positive
2401,2401,3418,Van den Broek Logistics BV,Trucking company,51.4663445,5.6826053,Helmond,4.1,104,WOtIH,0,7,2018-09-27 21:32:38,2022-09-23,5," Great family business where quality is of paramount importance

",NOT_ENG,0.5061253905296326,7.120398432016373,92.37349033355713,Positive
